date,id,value,Monthly_Percentage_Change,Annual_Percentage_Change,MACD,Trend,Seasonal,Residual,Cumulative_Sum,Rolling_3M_Growth,Rolling_6M_Growth,Rolling_12M_Growth,CPI_Ratio_12M,Days_Since_Peak,Days_Since_Trough,RSI,CPI_Value,CPI_Trend,CPI_Cumulative_Sum,CPI_Peak,CPI_Days_Since_Peak,CPI_Trough,CPI_Days_Since_Trough
2004-09-01,0.7443609022556391,0.5763317742609245,0.9824242426962292,0.8858659347277124,0.909850402693162,0.583098541746432,1.0,0.938049648378442,0.4916535948991551,0.9531499055437512,0.937306577836592,0.8858659347277124,0.89550453207124,0.7783813747228382,0.7441178548717586,0.9689411661735924,0.5763317742609245,0.5679143811304304,138.22825230950443,0.8183212693542976,,0.0,
2004-10-01,0.7454350161117078,0.5797557985851933,0.9846622988188156,0.8920374904509991,0.9108428747449128,0.584881035225839,0.949327233006784,0.9464901978388084,0.4933586663338736,0.9575262472103542,0.9410493262523364,0.8920374904509991,0.9006479022113267,0.779490022172949,0.7451777008408111,0.9698682955415447,0.5797557985851933,0.5695978597565291,138.8080081080896,0.8183212693542976,,0.0,
2004-11-01,0.7465091299677766,0.5828374204770351,0.984073592215522,0.8961159751370286,0.9121782753424704,0.5865765778038116,0.8320003281768038,0.9546132356090338,0.4950717805583783,0.9619005707962036,0.9415072886025224,0.8961159751370286,0.9040488800035053,0.7806356245380636,0.746272875008832,0.97115965430405,0.5828374204770351,0.5715096066709126,139.39084552856664,0.8183212693542976,,0.0,
2004-12-01,0.7475832438238453,0.5828374204770351,0.979040415940518,0.8934711755919865,0.9128162687859074,0.5880547431281979,0.7960317150175342,0.9483583388943077,0.4967848947828832,0.958583258299216,0.9377016718937972,0.8934711755919865,0.8986916667783424,0.7817442719881744,0.7473327209778845,1.0,0.5828374204770351,0.5732786859051181,139.97368294904368,0.8183212693542976,,0.0,
2005-01-01,0.748657357679914,0.5824950180446082,0.9784837996805804,0.888760744465631,0.9127949383517842,0.5895908757202072,0.8702280221827721,0.938797474843676,0.4984971153640784,0.9525579525057596,0.9360863587443192,0.888760744465631,0.8931186826390418,0.782889874353289,0.7484278951459055,0.9851557044212024,0.5824950180446082,0.5747909633150035,140.55617796708827,0.8183212693542976,,0.0,
2005-02-01,0.7497314715359829,0.5852342375040234,0.9834956700962628,0.8907317946415534,0.9132081518327896,0.591431336467237,0.9146192841025425,0.9424714601398252,0.5002164850917505,0.951997298320226,0.9398095245167616,0.8907317946415534,0.8963571567625637,0.7840354767184036,0.7495230693139264,0.9857829281780528,0.5852342375040234,0.5764173748690312,141.14141220459229,0.8183212693542976,,0.0,
2005-03-01,0.7508055853920516,0.5876310545310115,0.9829225539821532,0.8921883098434068,0.913851459282084,0.593735535355251,0.8113479143785014,0.9444640177337824,0.5019421103225897,0.9557791656444626,0.9402868207978774,0.8921883098434068,0.8983113596894021,0.7850702143385071,0.750512258885042,0.985579827152025,0.5876310545310115,0.5781293870311656,141.7290432591233,0.8183212693542976,,0.0,
2005-04-01,0.7518796992481204,0.5896854691255727,0.9823559002604586,0.8936555885588292,0.9145620569639004,0.5962426196799454,0.8130585154974881,0.9425547410060476,0.5036730974132866,0.9595669544728602,0.9380812717058218,0.8936555885588292,0.898990617285818,0.7862158167036216,0.751607433053063,0.9859803875089131,0.5896854691255727,0.5799269998014066,142.31872872824889,0.8183212693542976,,0.0,
2005-05-01,0.7529538131041891,0.5893430666931458,0.97848954687996,0.8889919283610955,0.9145777151703532,0.5983729167650903,0.8254016182632142,0.9312978861309285,0.5054031908606738,0.9546750445931632,0.932749949739316,0.8889919283610955,0.8933886446244454,0.7873244641537325,0.7526672790221155,0.970741678279471,0.5893430666931458,0.5814678107473277,142.90807179494203,0.8183212693542976,,0.0,
2005-06-01,0.7540279269602578,0.5896854691255727,0.97959156954088,0.8858835379132566,0.9142600300468436,0.600227869329026,0.0,0.9357731463940532,0.5071341779513706,0.9514335295358556,0.933275887504276,0.8858835379132566,0.8903279137869198,0.7884700665188471,0.7537624531901364,0.9698682955415446,0.5896854691255727,0.5828374204770351,143.49775726406762,0.8183212693542976,,0.0,
2005-07-01,0.7551020408163266,0.5937942983146953,0.9856508446672144,0.890865633118403,0.9148469673258732,0.6022712155127365,0.8750756556183887,0.9334780766590782,0.5088758887617827,0.9546316914817732,0.9401221368758156,0.890865633118403,0.897455690482398,0.7895787139689578,0.7548222991591889,0.9715658563561056,0.5937942983146953,0.5844923655670985,144.0915515623823,0.8183212693542976,,0.0,
